ID,Name,Cost_for_one,Cuisines,Rating
265,RS Shiv Sagar,150, Asian,3.8
265,RS Shiv Sagar,150, Continental,3.8
265,RS Shiv Sagar,150, Chinese,3.8
265,RS Shiv Sagar,150, Beverages,3.8
265,RS Shiv Sagar,150, Desserts,3.8
266,Gullu's Chat,150,Fast Food,3.8
266,Gullu's Chat,150, Street Food,3.8
266,Gullu's Chat,150, Sandwich,3.8
266,Gullu's Chat,150, Pizza,3.8
266,Gullu's Chat,150, Desserts,3.8
266,Gullu's Chat,150, Beverages,3.8
267,Burger It Up,150,Burger,4
267,Burger It Up,150, Beverages,4
267,Burger It Up,150, Desserts,4
267,Burger It Up,150, American,4
267,Burger It Up,150, Cafe,4
268,Chai Days,150,Beverages,4.2
268,Chai Days,150, Fast Food,4.2
268,Chai Days,150, Street Food,4.2
268,Chai Days,150, Tea,4.2
269,Big Bang Pizza,150,Pizza,3.7
269,Big Bang Pizza,150, Fast Food,3.7
269,Big Bang Pizza,150, Burger,3.7
269,Big Bang Pizza,150, Beverages,3.7
270,No Sugar Please!,150,Beverages,4.4
270,No Sugar Please!,150, Juices,4.4
270,No Sugar Please!,150, Healthy Food,4.4
271,The Bangalore Creamery,150,Ice Cream,4.2
271,The Bangalore Creamery,150, Desserts,4.2
271,The Bangalore Creamery,150, Beverages,4.2
271,The Bangalore Creamery,150, Shake,4.2
271,The Bangalore Creamery,150, Waffle,4.2
272,Mini Samrat Chalukya,150,South Indian,3.9
272,Mini Samrat Chalukya,150, North Indian,3.9
272,Mini Samrat Chalukya,150, Chinese,3.9
273,Art of Delight,150,Ice Cream,4.2
273,Art of Delight,150, Desserts,4.2
273,Art of Delight,150, Waffle,4.2
273,Art of Delight,150, Beverages,4.2
274,Kouzina Kafe - The Food Court,150,Fast Food,2.7
274,Kouzina Kafe - The Food Court,150, Bakery,2.7
274,Kouzina Kafe - The Food Court,150, Desserts,2.7
275,Step Right Up,150,Street Food,3.6
275,Step Right Up,150, Fast Food,3.6
275,Step Right Up,150, Chinese,3.6
275,Step Right Up,150, Beverages,3.6
275,Step Right Up,150, Burger,3.6
275,Step Right Up,150, Pizza,3.6
275,Step Right Up,150, Pasta,3.6
275,Step Right Up,150, Sandwich,3.6
276,Nirula's,150,Ice Cream,3.7
277,Bhagathram Sweets,150,Mithai,3.7
277,Bhagathram Sweets,150, North Indian,3.7
277,Bhagathram Sweets,150, Fast Food,3.7
277,Bhagathram Sweets,150, Street Food,3.7
277,Bhagathram Sweets,150, Beverages,3.7
278,Yak's Kitchen,150,Tibetan,4.2
278,Yak's Kitchen,150, Sushi,4.2
278,Yak's Kitchen,150, Chinese,4.2
278,Yak's Kitchen,150, Beverages,4.2
279,1522 - The Pub,150,Chinese,4.3
279,1522 - The Pub,150, North Indian,4.3
279,1522 - The Pub,150, Continental,4.3
279,1522 - The Pub,150, Finger Food,4.3
279,1522 - The Pub,150, Seafood,4.3
279,1522 - The Pub,150, Beverages,4.3
280,Smoke House Deli,150,Italian,4.1
280,Smoke House Deli,150, Pasta,4.1
280,Smoke House Deli,150, Burger,4.1
280,Smoke House Deli,150, Salad,4.1
280,Smoke House Deli,150, Sandwich,4.1
280,Smoke House Deli,150, Healthy Food,4.1
280,Smoke House Deli,150, Continental,4.1
281,Go Native,150,Healthy Food,4.4
281,Go Native,150, North Indian,4.4
281,Go Native,150, South Indian,4.4
281,Go Native,150, Fast Food,4.4
281,Go Native,150, Beverages,4.4
281,Go Native,150, Desserts,4.4
282,Bake N Bloom,150,Bakery,4.3
282,Bake N Bloom,150, Desserts,4.3
283,Choi Choi Momos,150,Chinese,4
283,Choi Choi Momos,150, Sichuan,4
284,Chikkanna Tiffin Room,150,South Indian,4.3
284,Chikkanna Tiffin Room,150,South Indian,4.3
595,Chikkanna Tiffin Room,150,South Indian,3.9
595,Chikkanna Tiffin Room,150,South Indian,3.9
285,Salt - Indian Restaurant Bar & Grill,450,North Indian,3.9
285,Salt - Indian Restaurant Bar & Grill,450, BBQ,3.9
285,Salt - Indian Restaurant Bar & Grill,450, Biryani,3.9
285,Salt - Indian Restaurant Bar & Grill,450, Mughlai,3.9
285,Salt - Indian Restaurant Bar & Grill,450, Seafood,3.9
285,Salt - Indian Restaurant Bar & Grill,450, Beverages,3.9
285,Salt - Indian Restaurant Bar & Grill,450, Desserts,3.9
286,HomeSe Just Veg,450,South Indian,3.9
286,HomeSe Just Veg,450, North Indian,3.9
287,Hotel Green Tara,450,Chinese,4.3
287,Hotel Green Tara,450, Tibetan,4.3
287,Hotel Green Tara,450, Sichuan,4.3
288,The Food Corner,450,Chinese,4.3
288,The Food Corner,450, North Indian,4.3
288,The Food Corner,450, Street Food,4.3
288,The Food Corner,450, Fast Food,4.3
288,The Food Corner,450, Beverages,4.3
288,The Food Corner,450, Rolls,4.3
288,The Food Corner,450, Sandwich,4.3
288,The Food Corner,450, Sichuan,4.3
289,Sri Udupi Grand,450,South Indian,3.6
289,Sri Udupi Grand,450, North Indian,3.6
289,Sri Udupi Grand,450, Chinese,3.6
289,Sri Udupi Grand,450, Street Food,3.6
289,Sri Udupi Grand,450, Beverages,3.6
289,Sri Udupi Grand,450, Shake,3.6
290,Peppy Parathas & Rolls by Chai Point,450,Fast Food,3.9
290,Peppy Parathas & Rolls by Chai Point,450, North Indian,3.9
290,Peppy Parathas & Rolls by Chai Point,450, Rolls,3.9
290,Peppy Parathas & Rolls by Chai Point,450, Healthy Food,3.9
291,Hotel Shangrila,450,Chinese,4
291,Hotel Shangrila,450, Tibetan,4
291,Hotel Shangrila,450, Asian,4
291,Hotel Shangrila,450, Sichuan,4
292,Desi Vdesi,450,North Indian,3.9
292,Desi Vdesi,450, Fast Food,3.9
292,Desi Vdesi,450, Beverages,3.9
292,Desi Vdesi,450, Shake,3.9
292,Desi Vdesi,450, Desserts,3.9
293,Tunday Kababi,450,Awadhi,4
293,Tunday Kababi,450, Kebab,4
293,Tunday Kababi,450, Biryani,4
294,Pizza Stop,450,Pasta,4.1
294,Pizza Stop,450, Pizza,4.1
294,Pizza Stop,450, Fast Food,4.1
295,HRX by EatFit,450,Healthy Food,4
295,HRX by EatFit,450, Beverages,4
295,HRX by EatFit,450, Mediterranean,4
295,HRX by EatFit,450, Burger,4
295,HRX by EatFit,450, Desserts,4
295,HRX by EatFit,450, Wraps,4
295,HRX by EatFit,450, Pizza,4
295,HRX by EatFit,450, Salad,4
296,Hotel Chandrika,450,South Indian,4.1
296,Hotel Chandrika,450, North Indian,4.1
296,Hotel Chandrika,450, Chinese,4.1
296,Hotel Chandrika,450, Street Food,4.1
296,Hotel Chandrika,450, Fast Food,4.1
296,Hotel Chandrika,450, Biryani,4.1
296,Hotel Chandrika,450, Desserts,4.1
296,Hotel Chandrika,450, Beverages,4.1
297,Lavonne,250,Cafe,4.3
297,Lavonne,250, Fast Food,4.3
297,Lavonne,250, Bakery,4.3
297,Lavonne,250, Beverages,4.3
297,Lavonne,250, Desserts,4.3
298,Boba Tree,250,Cafe,4
298,Boba Tree,250, Beverages,4
298,Boba Tree,250, Bubble Tea,4
298,Boba Tree,250, Pizza,4
298,Boba Tree,250, Burger,4
298,Boba Tree,250, Fast Food,4
298,Boba Tree,250, Desserts,4
299,SLV Corner Restaurant,250,South Indian,4.3
299,SLV Corner Restaurant,250, North Indian,4.3
299,SLV Corner Restaurant,250, Street Food,4.3
299,SLV Corner Restaurant,250, Chinese,4.3
299,SLV Corner Restaurant,250, Beverages,4.3
299,SLV Corner Restaurant,250, Desserts,4.3
300,Rahhams,250,Biryani,3.8
300,Rahhams,250, Mughlai,3.8
300,Rahhams,250, North Indian,3.8
300,Rahhams,250, Kebab,3.8
300,Rahhams,250, Chinese,3.8
301,Dum Safar Biryani,250,Biryani,4.3
301,Dum Safar Biryani,250, Kebab,4.3
301,Dum Safar Biryani,250, North Indian,4.3
301,Dum Safar Biryani,250, BBQ,4.3
301,Dum Safar Biryani,250, Desserts,4.3
301,Dum Safar Biryani,250, Beverages,4.3
302,Malabar Bay,250,Kerala,3.6
302,Malabar Bay,250, Seafood,3.6
302,Malabar Bay,250, North Indian,3.6
302,Malabar Bay,250, Biryani,3.6
302,Malabar Bay,250, Chinese,3.6
302,Malabar Bay,250, Beverages,3.6
302,Malabar Bay,250, Shake,3.6
302,Malabar Bay,250, Desserts,3.6
303,CupCake Noggins By CakeZone,250,Bakery,3.3
303,CupCake Noggins By CakeZone,250, Desserts,3.3
304,Carols Pastries & Bakers,250,Bakery,4
304,Carols Pastries & Bakers,250, Desserts,4
305,The Sip Shop,250,Fast Food,4.1
305,The Sip Shop,250, Ice Cream,4.1
305,The Sip Shop,250, Desserts,4.1
305,The Sip Shop,250, Beverages,4.1
305,The Sip Shop,250, Shake,4.1
306,Punjabi Unplugged,250,North Indian,3.6
306,Punjabi Unplugged,250, Chinese,3.6
306,Punjabi Unplugged,250, Kebab,3.6
306,Punjabi Unplugged,250, Biryani,3.6
306,Punjabi Unplugged,250, Mughlai,3.6
307,Rolls & Bowls Company,250,Rolls,3.7
307,Rolls & Bowls Company,250, North Indian,3.7
307,Rolls & Bowls Company,250, Chinese,3.7
307,Rolls & Bowls Company,250, Fast Food,3.7
307,Rolls & Bowls Company,250, Sichuan,3.7
308,Kartik's Mithai Shoppe,250,Mithai,4.5
308,Kartik's Mithai Shoppe,250, Street Food,4.5
309,Bangaliana,150,Bengali,4.1
309,Bangaliana,150, Seafood,4.1
310,Little Italy,150,Italian,3.5
310,Little Italy,150, Shake,3.5
310,Little Italy,150, Beverages,3.5
310,Little Italy,150, Desserts,3.5
311,Chamarajpet Dose Corner,150,South Indian,4.3
312,Hot Momos Darjeeling Style,150,Chinese,4
312,Hot Momos Darjeeling Style,150, Momos,4
312,Hot Momos Darjeeling Style,150, Sichuan,4
313,Sendhoor Coffee,150,South Indian,3.7
313,Sendhoor Coffee,150, Beverages,3.7
315,Rang De Basanti Dhaba,150,North Indian,4
315,Rang De Basanti Dhaba,150, Seafood,4
315,Rang De Basanti Dhaba,150, Mughlai,4
315,Rang De Basanti Dhaba,150, Desserts,4
316,ITC Sunfeast Baked Creations,150,Bakery,4.2
316,ITC Sunfeast Baked Creations,150, Desserts,4.2
316,ITC Sunfeast Baked Creations,150, ,4.2
316,ITC Sunfeast Baked Creations,150, Cafe,4.2
316,ITC Sunfeast Baked Creations,150, Continental,4.2
316,ITC Sunfeast Baked Creations,150, Sandwich,4.2
317,Goila Butter Chicken,150,North Indian,4.1
317,Goila Butter Chicken,150, Mughlai,4.1
317,Goila Butter Chicken,150, Biryani,4.1
317,Goila Butter Chicken,150, Rolls,4.1
318,Fiero! Pizzeria,150,Pizza,3.9
318,Fiero! Pizzeria,150, Fast Food,3.9
319,Karnataka State Co-Operative Fisheries Federation Mysore,150,Seafood,4.1
320,Tiwari's Ghee Paratha And Chaats,150,North Indian,4
320,Tiwari's Ghee Paratha And Chaats,150, Rajasthani,4
320,Tiwari's Ghee Paratha And Chaats,150, Street Food,4
321,Savoury - Sea Shell Restaurant,150,Arabian,4
321,Savoury - Sea Shell Restaurant,150, North Indian,4
321,Savoury - Sea Shell Restaurant,150, Chinese,4
321,Savoury - Sea Shell Restaurant,150, Fast Food,4
321,Savoury - Sea Shell Restaurant,150, Shake,4
321,Savoury - Sea Shell Restaurant,150, Desserts,4
322,No. 10 Fort Cochin,150,Kerala,3.7
322,No. 10 Fort Cochin,150, Seafood,3.7
322,No. 10 Fort Cochin,150, Biryani,3.7
322,No. 10 Fort Cochin,150, Chinese,3.7
322,No. 10 Fort Cochin,150, Beverages,3.7
323,ATH - All Things Healthy!,150,Healthy Food,4
324,Sri Krishna Sweets,150,Mithai,4.1
325,Hatti Kaapi,150,Beverages,3.4
325,Hatti Kaapi,150, Fast Food,3.4
325,Hatti Kaapi,150, Coffee,3.4
326,Elixir - Luxury Pearls Drink,150,Beverages,4.3
326,Elixir - Luxury Pearls Drink,150, Bubble Tea,4.3
326,Elixir - Luxury Pearls Drink,150, Ice Cream,4.3
327,Bangarapet Bhel House,150,Street Food,4.2
328,Uttara Karnataka Jolada Rotti Mattu Chapati Angadi,150,South Indian,4.2
328,Uttara Karnataka Jolada Rotti Mattu Chapati Angadi,150, Mithai,4.2
328,Uttara Karnataka Jolada Rotti Mattu Chapati Angadi,150,South Indian,4.2
573,Uttara Karnataka Jolada Rotti Mattu Chapati Angadi,300,South Indian,4
573,Uttara Karnataka Jolada Rotti Mattu Chapati Angadi,300, Mithai,4
573,Uttara Karnataka Jolada Rotti Mattu Chapati Angadi,300,South Indian,4
329,Fresh Bites,150,North Indian,3.9
329,Fresh Bites,150, Chinese,3.9
330,Cheesecake & Co.,150,Bakery,4.5
330,Cheesecake & Co.,150, Desserts,4.5
331,Sagar Fast Food,150,South Indian,4
331,Sagar Fast Food,150, North Indian,4
331,Sagar Fast Food,150, Street Food,4
331,Sagar Fast Food,150, Chinese,4
331,Sagar Fast Food,150, Beverages,4
331,Sagar Fast Food,150, Shake,4
332,OOttupura,150,Kerala,4.1
332,OOttupura,150, South Indian,4.1
333,Taste Of Malabar,150,South Indian,4.1
333,Taste Of Malabar,150, Chinese,4.1
333,Taste Of Malabar,150, Sichuan,4.1
334,Chai Mane,150,Beverages,4.2
334,Chai Mane,150, Fast Food,4.2
334,Chai Mane,150, Sandwich,4.2
334,Chai Mane,150, Shake,4.2
335,Bengali Khabar,150,Bengali,3.7
335,Bengali Khabar,150, North Indian,3.7
335,Bengali Khabar,150, Chinese,3.7
335,Bengali Khabar,150, Seafood,3.7
335,Bengali Khabar,150, Sichuan,3.7
336,Chinese Daily,150,Chinese,4.3
336,Chinese Daily,150, Asian,4.3
336,Chinese Daily,150, Momos,4.3
336,Chinese Daily,150, Sichuan,4.3
337,Karachi Bakery,150,Bakery,4.2
337,Karachi Bakery,150, Fast Food,4.2
337,Karachi Bakery,150, Pizza,4.2
337,Karachi Bakery,150, Pasta,4.2
337,Karachi Bakery,150, Sandwich,4.2
337,Karachi Bakery,150, Waffle,4.2
337,Karachi Bakery,150, Beverages,4.2
339,Momo Hut,150,Chinese,4
339,Momo Hut,150, Tibetan,4
339,Momo Hut,150, Momos,4
339,Momo Hut,150, Sichuan,4
340,Piazza Pizza By Little Italy,150,Pizza,3.5
340,Piazza Pizza By Little Italy,150, Fast Food,3.5
341,Thanco's Natural Ice Cream,150,Ice Cream,4.5
341,Thanco's Natural Ice Cream,150, Beverages,4.5
341,Thanco's Natural Ice Cream,150, Desserts,4.5
342,The Salad Studio,150,Salad,4.3
342,The Salad Studio,150, Healthy Food,4.3
343,B Track,150,Chinese,3.9
343,B Track,150, Naga,3.9
343,B Track,150, Continental,3.9
344,Rosy Roti,150,North Indian,4.3
344,Rosy Roti,150, Rolls,4.3
345,Prezzed Juicery,200,Healthy Food,4.3
345,Prezzed Juicery,200, Juices,4.3
346,Raffaele's Ristorante Pizzeria,200,Pizza,4
346,Raffaele's Ristorante Pizzeria,200, Italian,4
346,Raffaele's Ristorante Pizzeria,200, Burger,4
346,Raffaele's Ristorante Pizzeria,200, Beverages,4
347,Nasi And Mee,200,Asian,4.3
347,Nasi And Mee,200, Japanese,4.3
347,Nasi And Mee,200, Singaporean,4.3
347,Nasi And Mee,200, Malaysian,4.3
347,Nasi And Mee,200, Thai,4.3
348,The Baklava Company,200,Desserts,3.8
349,Bonomi,200,Coffee,2.8
350,The Lassi Park,200,Beverages,4.3
350,The Lassi Park,200, Ice Cream,4.3
350,The Lassi Park,200, Desserts,4.3
351,Punjab Grill,200,North Indian,4
352,Hotel Sanman,200,South Indian,4.4
353,Restaurant 1179,200,North Indian,3.7
353,Restaurant 1179,200, South Indian,3.7
353,Restaurant 1179,200, Chinese,3.7
353,Restaurant 1179,200, Continental,3.7
353,Restaurant 1179,200, Italian,3.7
353,Restaurant 1179,200, Street Food,3.7
353,Restaurant 1179,200, Desserts,3.7
353,Restaurant 1179,200, Beverages,3.7
354,Starboy Pizza & Shakes,200,Pizza,3.6
354,Starboy Pizza & Shakes,200, Italian,3.6
354,Starboy Pizza & Shakes,200, Desserts,3.6
354,Starboy Pizza & Shakes,200, Beverages,3.6
355,Chai Resto,200,Rolls,4
355,Chai Resto,200, Fast Food,4
355,Chai Resto,200, Street Food,4
355,Chai Resto,200, Tea,4
355,Chai Resto,200, Beverages,4
355,Chai Resto,200, Desserts,4
356,S M V Snacks Corner,200,Fast Food,4.2
356,S M V Snacks Corner,200, Street Food,4.2
356,S M V Snacks Corner,200, Ice Cream,4.2
356,S M V Snacks Corner,200, Desserts,4.2
356,S M V Snacks Corner,200, Sichuan,4.2
357,Royal Treat,100,North Indian,4
357,Royal Treat,100, Chinese,4
357,Royal Treat,100, Biryani,4
358,Le Gateau - The Cake Shop,100,Bakery,4
359,Thalassery Cafe,100,Street Food,3.9
359,Thalassery Cafe,100, Chinese,3.9
359,Thalassery Cafe,100, Kerala,3.9
359,Thalassery Cafe,100, South Indian,3.9
359,Thalassery Cafe,100, Seafood,3.9
359,Thalassery Cafe,100, Desserts,3.9
359,Thalassery Cafe,100, Ice Cream,3.9
359,Thalassery Cafe,100, Beverages,3.9
360,Asia Kitchen By Mainland China,100,Chinese,4.1
360,Asia Kitchen By Mainland China,100, Momos,4.1
360,Asia Kitchen By Mainland China,100, Thai,4.1
360,Asia Kitchen By Mainland China,100, Asian,4.1
360,Asia Kitchen By Mainland China,100, Seafood,4.1
360,Asia Kitchen By Mainland China,100, Sushi,4.1
360,Asia Kitchen By Mainland China,100, Beverages,4.1
360,Asia Kitchen By Mainland China,100,Chinese,4.1
360,Asia Kitchen By Mainland China,100, Momos,4.1
360,Asia Kitchen By Mainland China,100, Thai,4.1
360,Asia Kitchen By Mainland China,100, Asian,4.1
360,Asia Kitchen By Mainland China,100, Seafood,4.1
360,Asia Kitchen By Mainland China,100, Sushi,4.1
360,Asia Kitchen By Mainland China,100, Beverages,4.1
571,Asia Kitchen By Mainland China,300,Chinese,4.1
571,Asia Kitchen By Mainland China,300, Momos,4.1
571,Asia Kitchen By Mainland China,300, Thai,4.1
571,Asia Kitchen By Mainland China,300, Asian,4.1
571,Asia Kitchen By Mainland China,300, Seafood,4.1
571,Asia Kitchen By Mainland China,300, Sushi,4.1
571,Asia Kitchen By Mainland China,300, Beverages,4.1
571,Asia Kitchen By Mainland China,300,Chinese,4.1
571,Asia Kitchen By Mainland China,300, Momos,4.1
571,Asia Kitchen By Mainland China,300, Thai,4.1
571,Asia Kitchen By Mainland China,300, Asian,4.1
571,Asia Kitchen By Mainland China,300, Seafood,4.1
571,Asia Kitchen By Mainland China,300, Sushi,4.1
571,Asia Kitchen By Mainland China,300, Beverages,4.1
361,BLR Brewing Co.,100,Chinese,
361,BLR Brewing Co.,100, North Indian,
361,BLR Brewing Co.,100, Fast Food,
361,BLR Brewing Co.,100, Desserts,
361,BLR Brewing Co.,100, BBQ,
361,BLR Brewing Co.,100, Beverages,
362,Bamey's Restro Cafe,100,Asian,4.2
362,Bamey's Restro Cafe,100, Nepalese,4.2
362,Bamey's Restro Cafe,100, Momos,4.2
363,Saiko Sushi House,100,Japanese,3.4
363,Saiko Sushi House,100, Sushi,3.4
364,Tamarind - Tamarind Hospitality,100,Chinese,4.3
364,Tamarind - Tamarind Hospitality,100, Continental,4.3
364,Tamarind - Tamarind Hospitality,100, North Indian,4.3
365,Maggi Mane,100,Fast Food,4.3
365,Maggi Mane,100, Beverages,4.3
366,Bowl Soul,100,Fast Food,3.3
366,Bowl Soul,100, Beverages,3.3
367,Falhari - A Fruitful Habit,100,Healthy Food,3.7
367,Falhari - A Fruitful Habit,100, Desserts,3.7
367,Falhari - A Fruitful Habit,100, Beverages,3.7
367,Falhari - A Fruitful Habit,100, Juices,3.7
368,Calcutta Famous Chats,100,Street Food,4
368,Calcutta Famous Chats,100, North Indian,4
369,Suryawanshi,200,Maharashtrian,3.7
369,Suryawanshi,200, Seafood,3.7
369,Suryawanshi,200, Beverages,3.7
369,Suryawanshi,200, Desserts,3.7
370,Khaomomo,200,Momos,4.3
370,Khaomomo,200, Asian,4.3
370,Khaomomo,200, Sichuan,4.3
371,Sahana's - Since 1993,200,South Indian,3.8
371,Sahana's - Since 1993,200, Mughlai,3.8
372,Donne Biryani Adda,200,Biryani,3.5
372,Donne Biryani Adda,200, South Indian,3.5
373,Juicy City,200,Juices,3.5
373,Juicy City,200, Beverages,3.5
373,Juicy City,200, Sandwich,3.5
373,Juicy City,200, Shake,3.5
373,Juicy City,200, Ice Cream,3.5
374,Bombay 2 Delhi,200,Street Food,3.5
375,Davanagere Benne Dose Manne,200,South Indian,4
376,Green Cravings,200,Healthy Food,3.5
376,Green Cravings,200, Continental,3.5
377,Kolkata Famous Kati Rolls,200,Rolls,4.3
378,Abees Mess,200,South Indian,3.9
378,Abees Mess,200, Chinese,3.9
378,Abees Mess,200, Biryani,3.9
379,Cheesecakes By CakeZone,200,Bakery,
379,Cheesecakes By CakeZone,200, Desserts,
379,Cheesecakes By CakeZone,200, Beverages,
379,Cheesecakes By CakeZone,200, Ice Cream,
379,Cheesecakes By CakeZone,200, Juices,
379,Cheesecakes By CakeZone,200, Bengali,
379,Cheesecakes By CakeZone,200, Mithai,
380,The Betel Leaf Co - Originally from Bangalore,200,Paan,4.6
380,The Betel Leaf Co - Originally from Bangalore,200, Desserts,4.6
381,Cravy Wings,150,Burger,4.3
381,Cravy Wings,150, Fast Food,4.3
381,Cravy Wings,150, Beverages,4.3
382,Taiki,150,Japanese,4
382,Taiki,150, Korean,4
382,Taiki,150, Asian,4
382,Taiki,150, Sushi,4
382,Taiki,150, Beverages,4
383,Bowl 99,150,North Indian,3
383,Bowl 99,150, Mughlai,3
383,Bowl 99,150, Desserts,3
384,Srinidhi Sagar Deluxe,150,South Indian,3.9
384,Srinidhi Sagar Deluxe,150, North Indian,3.9
384,Srinidhi Sagar Deluxe,150, Chinese,3.9
384,Srinidhi Sagar Deluxe,150, Street Food,3.9
384,Srinidhi Sagar Deluxe,150, Shake,3.9
384,Srinidhi Sagar Deluxe,150, Sichuan,3.9
385,Snacks Corner,150,Chinese,3.7
385,Snacks Corner,150, North Indian,3.7
385,Snacks Corner,150, Rolls,3.7
385,Snacks Corner,150, Momos,3.7
385,Snacks Corner,150, Fast Food,3.7
385,Snacks Corner,150, Sichuan,3.7
386,Basco And Fry,150,American,4.3
386,Basco And Fry,150, Mexican,4.3
386,Basco And Fry,150, Burger,4.3
387,Basaveshwar Khanavali,150,South Indian,3.5
387,Basaveshwar Khanavali,150, North Indian,3.5
387,Basaveshwar Khanavali,150,South Indian,3.5
387,Basaveshwar Khanavali,150,South Indian,3.5
570,Basaveshwar Khanavali,300,South Indian,4
570,Basaveshwar Khanavali,300, North Indian,4
570,Basaveshwar Khanavali,300,South Indian,4
570,Basaveshwar Khanavali,300,South Indian,4
607,Basaveshwar Khanavali,250,South Indian,4.3
607,Basaveshwar Khanavali,250, North Indian,4.3
607,Basaveshwar Khanavali,250,South Indian,4.3
607,Basaveshwar Khanavali,250,South Indian,4.3
388,City Durbar,150,North Indian,3.7
388,City Durbar,150, Chinese,3.7
388,City Durbar,150, Biryani,3.7
389,Food Adda,150,Fast Food,3.7
389,Food Adda,150, Sandwich,3.7
389,Food Adda,150, Pizza,3.7
389,Food Adda,150, Burger,3.7
389,Food Adda,150, Beverages,3.7
390,Thottathil Food House,150,Kerala,3.7
390,Thottathil Food House,150, South Indian,3.7
390,Thottathil Food House,150, Biryani,3.7
390,Thottathil Food House,150, Shake,3.7
390,Thottathil Food House,150, Juices,3.7
390,Thottathil Food House,150, Beverages,3.7
391,Nando's,150,Burger,4.1
391,Nando's,150, Fast Food,4.1
391,Nando's,150, Portuguese,4.1
393,Blue Tokai Coffee Roasters,250,Cafe,4.3
393,Blue Tokai Coffee Roasters,250, Coffee,4.3
393,Blue Tokai Coffee Roasters,250, Healthy Food,4.3
393,Blue Tokai Coffee Roasters,250, Beverages,4.3
393,Blue Tokai Coffee Roasters,250, Desserts,4.3
393,Blue Tokai Coffee Roasters,250, American,4.3
393,Blue Tokai Coffee Roasters,250, Burger,4.3
393,Blue Tokai Coffee Roasters,250, Sandwich,4.3
394,Imli,250,North Indian,3.6
394,Imli,250, Street Food,3.6
396,Jain & Veg Cuisines,250,Chinese,3.8
396,Jain & Veg Cuisines,250, Fast Food,3.8
396,Jain & Veg Cuisines,250, Pizza,3.8
396,Jain & Veg Cuisines,250, Sichuan,3.8
397,Pizzaaj,250,Pizza,3.5
397,Pizzaaj,250, Fast Food,3.5
398,Buffalo Wild Wings,250,American,3.8
398,Buffalo Wild Wings,250, Mexican,3.8
398,Buffalo Wild Wings,250, Healthy Food,3.8
398,Buffalo Wild Wings,250, Finger Food,3.8
398,Buffalo Wild Wings,250, Burger,3.8
398,Buffalo Wild Wings,250, Fast Food,3.8
398,Buffalo Wild Wings,250, Desserts,3.8
399,Sree Ganesh Juice Center,250,Beverages,4.1
399,Sree Ganesh Juice Center,250, Juices,4.1
399,Sree Ganesh Juice Center,250, Shake,4.1
400,Juice Shop,250,Beverages,3.9
400,Juice Shop,250, Desserts,3.9
400,Juice Shop,250, Ice Cream,3.9
400,Juice Shop,250, Juices,3.9
400,Juice Shop,250, Shake,3.9
401,Appu's Donne Biryani,250,Biryani,4
401,Appu's Donne Biryani,250, Kebab,4
401,Appu's Donne Biryani,250, South Indian,4
402,Ocea Hotel,250,North Indian,4.2
402,Ocea Hotel,250, Chinese,4.2
402,Ocea Hotel,250, Seafood,4.2
402,Ocea Hotel,250, Biryani,4.2
402,Ocea Hotel,250, Beverages,4.2
402,Ocea Hotel,250, Desserts,4.2
402,Ocea Hotel,250, Shake,4.2
403,Burgerama,250,Burger,4.2
404,Shaap,250,Kerala,3.7
404,Shaap,250, Seafood,3.7
405,Tewari Bros Mithai Shoppie,50,Street Food,3.5
405,Tewari Bros Mithai Shoppie,50, Mithai,3.5
406,Kabab Korner,50,North Indian,4.1
406,Kabab Korner,50, Chinese,4.1
406,Kabab Korner,50, Mughlai,4.1
406,Kabab Korner,50, Sichuan,4.1
407,Cafe Noir,50,Continental,3.4
407,Cafe Noir,50, Italian,3.4
407,Cafe Noir,50, French,3.4
407,Cafe Noir,50, American,3.4
407,Cafe Noir,50, Waffle,3.4
407,Cafe Noir,50, Beverages,3.4
407,Cafe Noir,50, Desserts,3.4
408,Zed The Baker,50,Bakery,3.9
408,Zed The Baker,50, Continental,3.9
408,Zed The Baker,50, European,3.9
408,Zed The Baker,50, Desserts,3.9
408,Zed The Baker,50, French,3.9
408,Zed The Baker,50, Cafe,3.9
409,MISU,50,Asian,4.2
409,MISU,50, Japanese,4.2
409,MISU,50, Thai,4.2
409,MISU,50, Burmese,4.2
409,MISU,50, Korean,4.2
409,MISU,50, Indonesian,4.2
409,MISU,50, Vietnamese,4.2
409,MISU,50, Singaporean,4.2
410,Priyadarshini Restaurant,50,South Indian,4.4
410,Priyadarshini Restaurant,50, Desserts,4.4
410,Priyadarshini Restaurant,50, Beverages,4.4
410,Priyadarshini Restaurant,50, Ice Cream,4.4
411,Dolci Desserts,50,Cafe,4.3
411,Dolci Desserts,50, Desserts,4.3
411,Dolci Desserts,50, Italian,4.3
411,Dolci Desserts,50, Fast Food,4.3
411,Dolci Desserts,50, Beverages,4.3
411,Dolci Desserts,50, Shake,4.3
412,Shyam Mishra Juice Centre,50,Beverages,4.1
412,Shyam Mishra Juice Centre,50, Juices,4.1
413,South Ruchis,50,South Indian,3.9
413,South Ruchis,50, Chinese,3.9
414,Atithi Satkaar,50,North Indian,4
414,Atithi Satkaar,50, South Indian,4
414,Atithi Satkaar,50, Chinese,4
414,Atithi Satkaar,50, Fast Food,4
414,Atithi Satkaar,50, Ice Cream,4
414,Atithi Satkaar,50, Beverages,4
414,Atithi Satkaar,50, Shake,4
